condition,value
1,154.97692244351865
1,210.59689143073723
1,152.8359151882553
1,136.60773359747927
1,159.10649029590994
1,110.34392595566396
1,120.42491981327221
1,343.3475547881981
1,136.55395000816068
1,145.98585937354758
1,351.75508118160536
1,126.13740710174847
1,89.59753740010869
1,161.9372221514093
1,179.54212802539402
1,107.53549091877595
1,214.99197021965364
1,163.4143019651009
1,207.55784538249105
1,116.82853910376905
1,154.7321135623288
1,144.74832001406406
1,179.85066325723466
1,128.51364789843765
1,148.03897475163149
1,95.13864158268973
1,503.8104713614746
1,153.1255955988053
1,124.38973078065975
1,146.8053601132883
1,132.02859217525793
1,172.73049268455824
1,198.76477237498534
1,120.82879747669212
1,137.44733978271506
1,212.7122502533114
1,476.6212099935572
1,137.0081690379688
1,248.68227335210798
1,256.8256672742683
1,154.33859085261204
1,119.59341271268788
1,154.68091077917316
1,126.06610358573634
1,213.40767863403786
1,438.3210140806001
1,162.91488700253373
1,173.28931151846805
1,122.80803680005367
1,183.62234404563299
1,123.10252038511265
1,173.74000496578822
1,195.2274732679242
1,115.91872157078379
1,195.78140578603313
1,131.317332860565
1,550.9700494443016
1,156.0941526895
1,133.37982743457337
1,158.70160128585457
1,989.786217572008
1,143.44702194097306
1,334.55416247864713
1,86.18264624104604
1,102.31112882003879
1,110.99838044283024
1,99.75603712187714
1,164.82688805229918
1,115.7888081723477
1,86.38924843592392
1,127.86650625876466
1,134.60454550807265
1,183.86400267740885
1,112.6248029145079
1,299.8549739185898
1,163.9547834121033
1,162.4853817739077
1,119.92524405161045
1,241.87400981184513
1,142.44162860647052
1,94.04520810607669
1,141.03892021067477
1,704.6711758122044
1,137.3280337933306
1,133.54563427466576
1,175.99532331317116
1,191.019219078939
1,123.776034457255
1,181.54929544819305
1,211.8928616633267
1,121.99304059334688
1,126.07776616783585
1,174.63439039949594
1,155.3626392692375
1,170.2373670813349
1,210.85508016393425
1,163.493098738189
1,193.04538516278544
1,173.42172859592594
1,165.40633739968533
1,163.45228445460228
1,204.9632769197265
1,115.51900149885707
1,112.58453004856159
1,172.08464895711907
1,144.03806198163613
1,151.18455407237983
1,178.63048530836957
1,179.16797290904546
1,138.9803246956528
1,137.25822870822157
1,151.16918684233258
1,193.59230890513717
1,165.09236772619823
1,212.35340207524538
1,148.13007640562867
1,196.6483092946102
1,185.07304366119942
1,172.9531701752005
1,164.62582586497808
1,138.38358085628602
1,144.42215211733318
1,157.1732773176855
1,150.23822826165758
1,187.8804989982491
1,144.41205685565276
1,145.82478081984408
1,131.4886095018851
1,143.36816725651536
1,145.8835337645815
1,83.22652078965086
1,105.50855880047375
1,145.7478789566988
1,138.8895560187894
1,109.92328000392983
1,90.20776014243775
1,135.83048779183923
1,169.13709842121833
1,231.20613177897494
1,146.9931227355859
1,215.57226939743833
1,151.52574422772096
1,152.76228587307165
1,160.96811925667046
1,119.38525354521931
1,146.5065953322108
1,418.2086297247802
1,123.04726542254484
1,136.9476152856143
1,111.39220059001053
1,162.16073733810356
1,165.04199317276175
1,174.52828807316962
1,109.40400434662189
1,152.44574445643397
1,117.21215426369754
1,148.3988880559827
1,207.60889143055454
1,130.85877369376428
1,177.53554284226294
1,123.04902509618647
1,131.6791059562319
1,165.61742132348198
1,125.23875210575564
1,96.95614774835765
1,203.62745204280728
1,162.40436565364107
1,128.26393586460946
1,90.15048262094169
1,238.7823440986684
1,346.3994903176703
1,156.31451538147783
1,183.54349362298078
1,201.57067776381066
1,124.53027905738433
1,135.93827774523112
1,96.37238913592375
1,123.45237348990362
1,173.40023953060563
1,138.00929013218663
1,140.67427568526514
1,144.29504285266646
1,93.13809221632755
1,182.98560408738442
1,396.78334206020355
1,140.87281462816816
1,133.001330839709
1,140.52024146813474
1,213.78941450944242
1,128.3145948138707
1,122.02495842594492
1,101.50281187134112
1,121.33744667932028
1,110.88058630355259
1,164.3480687265831
1,119.61149375123593
1,160.13392698382006
1,143.07845669696513
1,103.7111317333212
1,121.79606571569417
1,230.81391248680575
1,186.0041567326786
1,245.03310370369303
1,148.28037731636644
1,102.10924775196985
1,326.5437696025068
1,164.37035207953681
1,238.6586011658523
1,601.8193416360025
1,197.3732697603671
1,179.83150446334653
1,242.79503885489518
1,142.19819685352482
1,205.67872913379793
1,184.7537814223789
1,166.6588711219618
1,167.2146909533422
1,131.25587665027211
1,106.71414011196714
1,205.1735995196338
1,104.0576556816762
1,117.36350750140026
1,173.68464123622013
1,613.6151230720308
1,129.28669712425813
1,110.42097682916214
1,173.3245570864993
1,165.93203124201017
1,164.921758960296
1,165.7724712512116
1,170.59826015111074
1,174.1364388023928
1,90.72515039788856
1,142.9930331239346
1,152.6451509905669
1,177.89065266622316
1,110.29167870164137
1,130.9872450651663
1,113.47576073550957
1,193.31288715354285
1,204.33650022503573
1,180.71463435467612
1,109.33309658753214
1,166.1661230450607
1,197.8704050780742
1,154.77698047933762
1,128.82728957060925
1,113.1224024340106
1,125.67186966718499
1,177.45411864363393
1,133.23103479242192
1,157.10332894082305
1,205.1489804130612
1,159.46424165625564
1,208.7564362035303
1,96.9897254148558
1,138.35611850336355
1,150.8471398006904
1,171.51098600664474
1,110.79685003452326
1,181.5527443308098
1,147.4612804416378
1,158.53121332129732
1,168.53125090396134
1,144.15806771692158
1,187.05197597495507
1,174.52315799894316
1,142.94324401240348
1,192.4996344635092
1,159.67486775544623
1,175.42083348145184
1,127.92646281830291
1,220.32593203417238
1,419.109491732702
1,283.5251492717416
1,144.74460846308375
1,138.39231625516774
1,180.5683833806776
1,99.86765294247833
1,422.53888113310455
1,163.75830540320283
1,75.65379904809143
1,162.73031674787282
1,86.30569297364129
1,175.02889843823525
1,132.49190730991472
1,124.74426899933593
1,148.15935599565583
1,209.1942008587332
1,126.61731006005533
1,170.63483810274005
1,161.62671808505513
1,110.51158341121287
1,96.03805274280532
1,90.1841379318425
1,170.3437667963064
1,147.12969616322775
1,235.71959124606775
1,171.30040627880504
1,391.4300089967599
1,350.6010145487258
1,130.9506095154004
1,168.59923059386293
1,184.41678235090714
1,360.6883987689723
1,503.5894522237518
1,164.89135347980212
1,119.45550849332886
1,178.10799685952009
1,168.18532023978463
1,328.14821984415823
1,164.99435503282461
1,141.1101073498726
1,145.5884091913498
1,176.2389999864628
1,154.91984850141782
1,120.59922480078667
1,138.02850475852247
1,106.72106579539697
1,116.54086969672866
1,143.14344401211403
1,94.67659880143505
1,97.30636286522069
1,195.51582058486466
1,128.48925330203306
1,93.41734808095632
1,144.28408810293436
1,206.49316587257647
1,175.1361329759382
1,165.72765352060995
1,199.52438871776758
1,122.37922676771169
1,1101.1608260179105
1,128.15347845408104
1,148.4415156392511
1,258.16949583933376
1,203.70815390407685
1,1167.974028049376
1,112.49604011480449
1,121.92925750088682
1,262.70431445575406
1,112.91945862006445
1,156.58826487714995
1,185.51630298722588
1,191.46202634052915
1,194.85934736285012
1,142.48229587671517
1,120.87456145983379
1,137.43975721477645
1,118.4481720060927
1,173.6023234002609
1,196.38730534725016
1,252.5990346169306
1,162.6382803208757
1,119.25984162361453
1,191.7358638484022
1,186.082425504126
1,1119.881023912027
1,100.53805112815242
1,179.52733381361736
1,196.81930983998572
1,137.8578445572786
1,169.70484200875723
1,138.52175392061332
1,176.01668845049147
1,144.12447289722274
1,136.16005026958962
1,152.61297242101625
1,138.26175601509138
1,128.02757992662336
1,137.14184664822545
1,148.1109954476537
1,156.31509114216317
1,217.69737393686793
1,105.68897071550704
1,141.1884096928476
1,173.79575396386588
1,230.558638226629
1,165.09211496735546
1,297.0322197118339
1,137.42946073043117
1,164.60967099235936
1,190.04568298989176
1,141.74581556712292
1,154.61533948626118
1,156.68447754570036
1,178.09540833072657
1,195.9471738551894
1,159.14093674623442
1,145.61371563462149
1,210.32748807854756
1,154.64521060546807
1,220.18387543464067
1,146.1333170583796
1,173.03272544811645
1,100.83422698641364
1,144.3010885868303
1,147.606708992157
1,122.7823954177657
1,114.55176064644868
1,188.11243181395574
1,186.5202259769153
1,107.26656534242939
1,165.02462393465134
1,112.3774921926699
1,114.1178508107524
1,169.24597194434259
1,125.022534865341
1,190.25589761097018
1,149.84941648615987
1,169.70086067073325
1,130.20281179753093
1,111.29614997505413
1,186.54790329863891
1,157.51455597601822
1,139.80282822966652
1,151.00437828152144
1,487.4977919634844
1,124.64358460104278
1,295.73942702684775
1,127.11551459841338
1,301.84615300411133
1,182.16393699748565
1,155.7251215505503
1,156.30246270205936
1,146.81351286204261
1,130.64188658347956
1,120.80109458043077
1,183.6375725600795
1,103.90259064006764
1,165.68273679178242
1,121.73506527717903
1,159.26628560772932
1,123.3255207202746
1,130.21208957324603
1,230.9823912489527
1,175.4002762193124
1,86.81468105399449
1,153.17837684341333
1,132.5615102404757
1,111.70298767766928
1,156.40463646798892
1,153.31450181225517
1,136.71156710396536
1,243.0278125755202
1,84.59096661375564
1,183.01257142979682
1,138.06770522060108
1,174.8849541086922
1,221.16326326656443
1,127.93647598815396
1,96.77658585888295
1,1054.482895057788
1,275.8028917726636
1,190.07629649038043
1,225.62922145381114
1,186.557840844735
1,197.5646113646093
1,185.99487203424263
1,167.14272830999258
1,128.2995554257661
1,129.9001808199616
1,99.46342621925616
1,148.19745967637223
1,108.1745554926759
1,192.09319389405417
1,250.5915804501602
1,129.42390415107056
1,337.8592406047737
1,178.42554204802892
1,211.69442137182094
1,136.3983760890742
1,147.01146739652907
1,166.0272239197538
1,225.68282356634248
1,137.2949269770809
1,183.71835704314364
1,87.90848598806069
1,130.73683263895686
1,107.4470030163806
1,196.04430494803242
1,142.43513853744238
1,134.6133344443821
1,208.9876086705773
1,326.2185033125405
1,118.56895607437484
1,165.16857547590882
1,109.16809582758911
1,131.7750423269188
1,222.32591909367957
1,213.26424588733815
1,195.8315182637271
1,128.6729647479999
1,92.7253717404124
1,110.61718469348791
1,188.3193385544516
1,516.0343208656861
1,86.43113447409554
1,141.8759562173438
1,756.7410530819869
1,174.31554957892118
1,120.86634691009309
1,100.83856149378067
1,120.70664658731631
1,149.69979437293952
1,185.30783686158733
1,91.37893316001642
1,191.67484845673943
1,148.61579692498003
1,171.1336349787789
1,98.16857060483065
1,125.62941280086378
1,132.68016433818232
1,504.47093484331657
1,191.91326244374565
1,415.75877168353355
1,221.63969001602493
1,130.47050684901416
1,191.16449704095595
1,147.08563858449915
1,125.6078153165175
1,186.9507119367903
1,209.6155382795675
1,184.85331229463696
1,130.66661244289656
1,131.9671583776591
1,209.43615880926367
1,162.09889332483866
1,182.61744400300518
1,136.36355315347888
1,203.4171372739482
1,121.24474804169836
1,173.52781095268227
1,120.98980170415685
1,80.1865861465757
1,106.08711777106349
1,153.5573019238197
1,185.069362530592
1,95.79155026176358
1,108.5427259224271
1,230.7042296843058
1,133.15650457422078
1,168.41396618888126
1,130.09515830634555
1,137.73813068743868
1,151.68576594336272
1,278.11390265952883
1,141.4377862479698
1,363.975584962576
1,69.27158391238827
1,236.78768010751455
1,232.2016214111171
1,112.70001617520799
1,142.30506801605122
1,209.31050643847936
1,190.48481988774472
1,204.21031214716442
1,113.52956305606892
1,282.68042634588426
1,111.79144196337755
1,366.24314102218045
1,153.74862985141726
1,134.1652729933689
1,134.98262284069
1,115.8331503782621
1,222.6642316130497
1,151.7718349056466
1,158.3494797132598
1,156.39865186190355
1,135.12595071249686
1,111.77575634946719
1,158.13222931439034
1,87.93431695188268
1,104.10065465262348
1,358.50582439677527
1,113.33298827803752
1,152.44398302510302
1,221.3227154030863
1,101.61274436931973
1,165.40863783689454
1,185.84001855948972
1,115.88715888502934
1,146.46700036746986
1,899.4291633865272
1,139.22937102181461
1,140.44682019700494
1,160.28150856802282
1,146.20309060578342
1,129.16449893105272
1,143.3581787529621
1,237.6288370302955
1,184.6416962182496
1,118.07862684868951
1,108.719437329172
1,135.64001662565488
1,206.89132910314754
1,159.6796753774503
1,124.53959416783343
1,185.037524927309
1,143.54626721053737
1,112.14922776141431
1,166.55042452204415
1,217.2471623857585
1,165.44140346873527
1,155.71074584200434
1,125.95682857658615
1,171.0745852939718
1,113.56295653591026
1,98.17118532894972
1,146.81331414472632
1,147.13516050463468
1,268.0742201426756
1,109.49875430995212
1,154.8917647148194
1,181.50138298093555
1,192.99189843999295
1,148.01577839152932
1,123.24644450076137
1,145.9923155395647
1,241.0342399750507
1,167.44999209698727
1,89.02175088686069
1,211.8470987531815
1,169.88566725458358
1,147.17274855265848
1,147.75183779038815
1,142.95824148851568
1,158.24427291183343
1,130.84759732355604
1,159.05543876317986
1,117.58494326360731
1,280.3036194300365
1,195.72475385103843
1,168.56164497116313
1,192.18095826253852
1,112.98813458758097
1,150.4601396248494
1,173.17671994313062
1,113.6358210886478
1,219.52224783640034
1,114.58283340058169
1,154.6446148707467
1,154.1549218193287
1,152.99688710885698
1,140.8075203802502
1,166.08242425573636
1,344.23059681177585
1,107.51807284700003
1,126.00956798680735
1,146.3014141443867
1,203.19923584445553
1,220.71307061697865
1,160.75321543700045
1,163.26879728172423
1,139.64294599567083
1,150.20683901451503
1,104.46619588563757
1,159.57011725233522
1,129.81516154574157
1,161.36513126975044
1,136.1156191270668
1,125.78776302589189
1,140.5020607322215
1,135.4054718768678
1,195.12581428271403
1,156.38204513739458
1,165.35965955136035
1,382.33612323048294
1,215.76836055463517
1,154.4457049481798
1,119.81269509604323
1,160.3344043514004
1,184.4924437691652
1,105.01263911368396
1,226.45058254460116
1,142.6640154869195
1,196.42736027667726
1,151.11865603219096
1,312.00591069080315
1,93.8098619310525
1,112.72564490676127
1,146.88719702436512
1,182.53886993314183
1,92.71964186318833
1,209.31918293710353
1,210.55515042504004
1,111.51631867516336
1,214.29293301522887
1,114.6163193286871
1,143.83977483370467
1,187.19777620229175
1,184.3958696341842
1,120.02575552069989
1,134.73917685545396
1,116.27512001220414
1,161.5615064378643
1,100.50738515127117
1,76.91251750109916
1,214.31632342162803
1,262.0062158894811
1,132.45482116472502
1,179.51802519022158
1,148.1350420575153
1,214.55764637459555
1,170.46602042080926
1,156.1654451777344
1,94.65284043263253
1,391.826221877407
1,135.94992185049816
1,262.5634304879125
1,141.11156713431097
1,143.78303472404957
1,193.4079557011247
1,110.84701328361325
1,419.1375677402112
1,215.29947848492588
1,208.44317084497501
1,198.50288538686735
1,274.0591082788461
1,156.17977458915217
1,128.32024819220962
1,170.5112054137582
1,193.3845669935687
1,271.3496790903776
1,90.80863832519863
1,158.90537920944757
1,174.80982097617752
1,146.40113235460544
1,100.5388719087498
1,178.6404672316836
1,122.14740641417498
1,168.42076043583253
1,186.2123941938551
1,204.58616932357802
1,415.2674483346159
1,194.50064165388955
1,122.82427321085656
1,107.52733900256732
1,206.14507458429162
1,197.66328323264736
1,139.68001270843013
1,445.91616981823177
1,499.4635207397126
1,142.913864873613
1,144.97614208815887
1,138.35391261284056
1,178.31019178647963
1,217.96442989873194
1,132.43040131203065
1,147.20635632395215
1,223.45037135452583
1,136.69326955507032
1,77.40028458116996
1,168.76309835333416
1,118.9119136069991
1,244.2348211835354
1,211.7072032691127
1,273.6909367681158
1,114.44042302448875
1,192.0501038270163
1,144.9607535204077
1,146.6992317187646
1,201.45361882525637
1,156.55676026267497
1,119.96003690617981
1,131.94666413042364
1,670.238128786205
1,82.76565387280736
1,195.15831392528972
1,100.30469217625213
1,149.2291084670098
1,141.515642064908
1,205.05277222666675
1,155.58813082100508
1,152.24404366051644
1,176.71423780306887
1,250.87660515589735
1,593.9490632187437
1,199.21728300335883
1,176.06766920193135
1,107.89147095516584
1,174.07549629272933
1,105.17257725578092
1,127.79434588586368
1,200.88449596867767
1,84.5411760441109
1,95.13019740079835
1,205.4788621797474
1,121.06187808169786
1,202.5378443257107
1,142.29999213296847
1,165.16482580999178
1,181.87501536508302
1,511.5520365308477
1,137.5314019998943
1,133.78388608427943
1,300.07158684458665
1,153.16821582464675
1,167.03445454503947
1,136.29363167606596
1,139.70769392022032
1,209.4926525138692
1,136.35735946134034
1,149.16216587554132
1,163.07994505578284
1,677.3589317301154
1,242.2005347600898
1,103.84351441928085
1,245.3837336319325
1,135.92483209850556
1,208.36261677537195
1,90.03564497943688
1,188.48532555763677
1,184.76926237693422
1,108.0069694633292
1,122.47648230588564
1,155.77010141082673
1,197.54350868118493
1,122.5476794174642
1,140.32602990626486
1,219.82609000040742
1,111.96240998059781
1,188.09525220378663
1,166.03391044920056
1,370.02906192851714
1,125.59130694990691
1,180.5159929728485
1,157.94389233847318
1,2231.763377415293
1,127.68343154514169
1,96.67724659956151
1,192.8584946443441
1,127.46535413415884
1,385.09861937431964
1,228.09459960770158
1,139.4068291775259
1,218.63175529121696
1,112.81113937547956
1,187.05034571265824
1,157.8586169452663
1,123.4464075796147
1,107.76983173547289
1,151.2843102628484
1,158.18910597640206
1,159.07275946664475
1,731.0675771399572
1,132.2744073717121
2,214.7734206213725
2,104.40768886282993
2,92.66649448711044
2,247.12917769950946
2,165.2743716385643
2,143.7108554938294
2,743.2940123394895
2,139.54231334624407
2,110.89824243701514
2,217.01588925597596
2,503.7690817863539
2,138.242114837205
2,544.5241684510236
2,425.97452194679477
2,83.12408800798337
2,370.4337521630854
2,177.73754122717932
2,382.61220597038766
2,559.9689221203737
2,152.14394917221694
2,103.67612238710849
2,332.02317539407863
2,120.9934196108254
2,206.27768184496543
2,117.74768919137951
2,88.6972294943869
2,154.9596555075676
2,658.6480976743733
2,117.68815184995434
2,474.5800146027666
2,372.7212549572161
2,138.9800610970263
2,357.7792054030742
2,344.3749300778276
2,385.7482065832103
2,148.22452791046857
2,558.8686541933857
2,163.92122553988273
2,718.9764300930169
2,561.2085535141275
2,152.23768405787106
2,418.9980182248463
2,719.6473431995332
2,135.1202236804768
2,153.08577492816525
2,185.73921489455435
2,238.38791654979372
2,222.2206256512385
2,188.68214719622756
2,92.2249550164506
2,188.07318866263364
2,179.17358652325422
2,124.65509932077735
2,128.86527093679624
2,105.39470669799559
2,171.68876502041678
2,151.81421505936288
2,95.73772149883716
2,99.9495533054409
2,155.03040660950785
2,279.6764638074177
2,137.71632029984514
2,190.93425832152607
2,133.42268876000588
2,153.20334307499292
2,173.11268765006201
2,112.03771685565184
2,449.3164249545844
2,331.28846785516885
2,204.02475270008213
2,133.41301924711337
2,102.91671846727112
2,154.03088176504434
2,376.96780794763396
2,280.0847275992006
2,228.12032512236476
2,722.9981672837727
2,333.74802508591034
2,574.7160315921526
2,244.27890435313876
2,110.41174440034739
2,740.3755159938554
2,133.7652597430642
2,234.93214917549807
2,539.5488508325119
2,98.98243685985688
2,129.58763470562295
2,198.71163632417895
2,427.62517898836046
2,147.8252547396467
2,356.81134045678647
2,160.18378768778697
2,157.54529708965563
2,118.23405459917238
2,172.08198899306785
2,208.62275258709073
2,148.9007693878531
2,763.3789519386738
2,519.82861752020915
2,166.56598270713775
2,638.1339720804743
2,200.2304622662975
2,237.99476061333502
2,130.8811470580097
2,173.74944368412076
2,317.5724050196386
2,476.65731266664403
2,75.97914519449961
2,223.41724938252423
2,625.3403363533126
2,269.12173794150954
2,222.4400628680882
2,92.34116448820988
2,112.54621191656774
2,123.05572761553213
2,106.88779693238598
2,728.8666586771858
2,288.3378871036248
2,168.21098133519843
2,132.9733249164846
2,549.1693931439197
2,410.3610159838612
2,130.16767257485168
2,167.4536168296683
2,578.9998388994201
2,132.4036986115539
2,160.73348163606164
2,81.74068123545467
2,277.0141546488273
2,119.15075450326461
2,813.5818489393511
2,231.16948356991418
2,85.70199932892882
2,186.9010588207491
2,310.84173806605793
2,142.45337377398965
2,185.79152406684773
2,2034.0240657452766
2,120.93390886749648
2,549.9394105942547
2,132.05667575219442
2,202.95085050976888
2,100.19635929581005
2,182.16968957855215
2,837.7439852932949
2,365.38988996400406
2,391.96740400579534
2,135.53841483836015
2,152.5596150095814
2,424.12354441338425
2,176.44766674864056
2,187.17987938852625
2,340.0886013936166
2,144.52128645266356
2,133.4821442265414
2,143.2973098774466
2,616.7766238495652
2,744.9318297880652
2,120.76555786844499
2,442.3075945566481
2,277.40738145963905
2,297.6522129721489
2,497.6673153721444
2,614.5712669666369
2,191.7811528894378
2,308.7641864177936
2,709.7096939436509
2,176.425713827954
2,116.1491993739331
2,111.59180038939687
2,225.91698636445116
2,150.08204842932267
2,461.7528489761407
2,687.8478468172281
2,489.8366169725514
2,161.14428550191172
2,587.1288320193212
2,125.79841744422697
2,158.14574663825502
2,146.04447247218306
2,460.2680216291452
2,125.30418155347287
2,115.41493619824381
2,116.07810116929733
2,214.2637195055514
2,158.00938947581662
2,274.1107004773991
2,354.8724107947765
2,266.89179860935644
2,131.0625888004772
2,225.68756021154158
2,504.46248998953405
2,728.6235085439778
2,145.8882890344321
2,141.9535151262956
2,177.67392665295606
2,277.0571944485096
2,524.4353716876374
2,553.7368889261759
2,475.0871968602265
2,117.54692445800598
2,932.3374157388998
2,183.67105940974199
2,327.4377214780143
2,135.39515053879148
2,165.68315926000753
2,456.74634684383153
2,480.9214191377953
2,140.84450652643477
2,158.02050553147023
2,166.78109878272173
2,205.11390397668816
2,133.64565478570074
2,350.0211949506428
2,102.89364796804449
2,126.30863014273304
2,105.82370378049329
2,160.35023480015712
2,342.83391058675033
2,105.47707654297002
2,150.19975648231366
2,118.10020174381569
2,167.9154726458498
2,333.16698819377615
2,232.67739883483887
2,146.7745912259795
2,114.55033421902803
2,145.36814735235254
2,138.8762492911565
2,889.7884372686373
2,102.07039549069236
2,128.21357921713397
2,142.11947744585493
2,102.43074873848522
2,369.9736357815883
2,209.19756583073774
2,180.46228346868875
2,121.55499092803042
2,125.9372095349599
2,132.10234147365287
2,172.6857301630457
2,146.9540739251962
2,267.55874413235955
2,349.6334832951263
2,170.6857746159577
2,114.32086926796815
2,794.4967414953541
2,515.2004768237399
2,255.71709552908263
2,904.3701498819921
2,371.7184330243715
2,191.63181760110245
2,176.25887053988828
2,137.43296591130834
2,420.09822018499597
2,240.9823349178463
2,175.05937508667247
2,96.68798729057261
2,213.7301515536675
2,647.230742200664
2,88.20899749129299
2,694.0642127498386
2,448.5413783949972
2,140.32542878664566
2,105.99244056263342
2,94.76062005200609
2,307.01557365386566
2,174.47439653066803
2,160.6093220593316
2,126.3911604249262
2,147.8296708301579
2,144.79605181742363
2,842.381573591559
2,132.75302223147568
2,162.42843027127876
2,545.4594733764512
2,225.62123240375772
2,136.33949662622834
2,136.4693915830123
2,177.05333651222563
2,282.2044295481224
2,116.00838083980939
2,251.94180213749718
2,847.5611580161979
2,82.82071039555692
2,133.72308162057624
2,269.88204827715765
2,300.6804296287867
2,148.67173276722477
2,175.48612934891327
2,469.12256004275685
2,511.51357621919686
2,294.3883620692371
2,579.5530221878622
2,116.5681854955336
2,119.76965537466168
2,133.14252221905883
2,329.4580088607966
2,124.47229776955443
2,156.0895529310283
2,176.88294512421842
2,426.0623976243765
2,184.69793519977375
2,395.39184411140263
2,143.9282126105524
2,350.91260689316533
2,211.3330394832419
2,722.9936238288424
2,150.31230604137576
2,155.35754659357508
2,147.50052983970912
2,875.3745881190443
2,425.57511476986906
2,459.33664122087526
2,212.50057950654667
2,130.00884122898572
2,553.6842750729899
2,574.6347753915677
2,125.87386194232928
2,120.64916096762079
2,372.76314858052854
2,142.91192226282553
2,153.8901549962958
2,159.98406683793164
2,558.5739302961891
2,160.00079523192582
2,340.10751005297163
2,173.16556803467356
2,157.37362403062951
2,120.4662093847424
2,155.20733757472502
2,159.70631689199945
2,551.3820060577042
2,152.834423658716
2,439.48505288399133
2,405.4061396024452
2,170.41504671279873
2,113.4707072333718
2,371.9301171360626
2,114.38200939717481
2,337.0382277160714
2,108.08198130271585
2,149.17489599054713
2,396.88057606063694
2,424.7546936678375
2,366.9651861006354
2,603.6805970775372
2,394.9566800314041
2,276.1036332902242
2,134.5039637532976
2,333.242502903996
2,174.65080589835486
2,511.3933943684759
2,204.65017510951225
2,154.09254167806142
2,133.26888879744146
2,216.6839106366214
2,252.86659386040736
2,176.013162951037
2,433.3288211423264
2,146.77224329077654
2,492.9718454408547
2,186.0883181244566
2,91.18298010141213
2,277.5699719504922
2,99.60598893955061
2,128.03771630800458
2,375.39204330592287
2,341.83066116039834
2,150.57520736183253
2,187.92751356642734
2,137.88803808376497
2,225.39222620173857
2,167.62837147341438
2,170.1743592936935
2,184.82006792734404
2,102.45687074589176
2,283.6389428888122
2,156.58610684182293
2,438.94665983343754
2,148.86541310345646
2,377.4153442443613
2,141.1476793423611
2,150.93220279984703
2,473.5501006466698
2,126.58722884473157
2,187.69812878307582
2,90.62429877245893
2,288.044606606481
2,140.4389099207691
2,187.75368230886716
2,833.4034214394703
2,129.38820756056944
2,177.3216614010719
2,389.7483996589602
2,910.6953977709419
2,116.06571151422393
2,662.787582513249
2,183.6011146588573
2,156.6390346432361
2,94.28510545753869
2,142.11508220854327
